abstract,analytical_method_development,article_name,assay_development,authors,center,center_pub,comments,created_at,data_analysis,data_generation,data_integration,data_standards,doi,issue,journal_name,other_link,pm_id,pmc_id,pp_pages,publication_id,resource_links,review,scopus_citations,show_at_home_order,signature_generation,software_development,updated_at,volume,year_published,PMCID,citations,n_citations,citation_years,YEAR,Proteomics,Microenvironment,DCIC,Drug Toxicity,HMS,Transcriptomics,NeuroLINCS,InternalExternal
"Measuring the potencies of small-molecule drugs in cell lines is a critical aspect of preclinical pharmacology. Such experiments are also prototypical of high-throughput experiments in multi-well plates. The procedure is simple in principle, but many unrecognized factors can affect the results, potentially making data unreliable. The procedures for measuring drug response described here were developed by the NIH LINCS program to improve reproducibility. Key features include maximizing uniform cell growth during the assay period, accounting for the effects of cell density on response, and correcting sensitivity measures for differences in proliferation rates. Two related protocols are described: one involves an endpoint measure well-suited to large-scale studies and the second is a time-dependent measurement that reveals changes in response over time. The methods can be adapted to other types of plate-based experiments.",1.0,Measuring cancer drug sensitivity and resistance in cultured cells.,1.0,"Niepel M, Hafner M, Chung M, Sorger PK",,1.0,,10/20/17 0:00,0.0,0.0,0.0,0.0,10.1002/cpch.21,2,Current Protocols in Chemical Biology,,28628199.0,PMC5538315,55-74,174.0,,0.0,,,0.0,0.0,,9,2017.0,PMC5538315,"['5662764', '5655815', '5799026', '5674849', '6089072', '5668135']",6.0,"[2017, 2017, 2017, 2017, 2017, 0]",2017.0,0,0,0,0,1,0,0,internal
"More effective use of targeted anti-cancer drugs depends on elucidating the connection between the molecular states induced by drug treatment and the cellular phenotypes controlled by these states, such as cytostasis and death. This is particularly true when mutation of a single gene is inadequate as a predictor of drug response. The current paper describes a data set of ~600 drug cell line pairs collected as part of the NIH LINCS Program ( http://www.lincsproject.org/ ) in which molecular data (reduced dimensionality transcript L1000 profiles) were recorded across dose and time in parallel with phenotypic data on cellular cytostasis and cytotoxicity. We report that transcriptional and phenotypic responses correlate with each other in general, but whereas inhibitors of chaperones and cell cycle kinases induce similar transcriptional changes across cell lines, changes induced by drugs that inhibit intra-cellular signaling kinases are cell-type specific. In some drug/cell line pairs significant changes in transcription are observed without a change in cell growth or survival; analysis of such pairs identifies drug equivalence classes and, in one case, synergistic drug interactions. In this case, synergy involves cell-type specific suppression of an adaptive drug response.",1.0,Common and cell-type specific responses to anti-cancer drugs revealed by high throughput transcript profiling.,0.0,"Niepel M, Hafner M, Duan Q, Wang Z, Paull EO, Chung M, Lu X, Stuart JM, Golub TR, Subramanian A, Ma'ayan A, Sorger PK",,1.0,,11/3/17 0:00,1.0,1.0,0.0,0.0,10.1038/s41467-017-01383-w,1,Nature Communications,,29084964.0,PMC5662764,1186,184.0,"{\LINCS Joint Project - Breast Cancer Network Browser (LJP-BCNB)\"":\""http://amp.pharm.mssm.edu/LJP/\""}""",0.0,,,1.0,1.0,,86,2017.0,PMC5662764,"['6030863', '5921997']",2.0,"[2018, 2018]",2017.0,0,0,1,0,1,1,0,internal
"BACKGROUND: Quantifying the response of cell lines to drugs or other perturbagens is the cornerstone of pre-clinical drug development and pharmacogenomics as well as a means to study factors that contribute to sensitivity and resistance. In dividing cells, traditional metrics derived from dose-response curves such as IC 50 , AUC, and E max , are confounded by the number of cell divisions taking place during the assay, which varies widely for biological and experimental reasons. Hafner et al. (Nat Meth 13:521-627, 2016) recently proposed an alternative way to quantify drug response, normalized growth rate (GR) inhibition, that is robust to such confounders. Adoption of the GR method is expected to improve the reproducibility of dose-response assays and the reliability of pharmacogenomic associations (Hafner et al. 500-502, 2017).
RESULTS: We describe here an interactive website ( www.grcalculator.org ) for calculation, analysis, and visualization of dose-response data using the GR approach and for comparison of GR and traditional metrics. Data can be user-supplied or derived from published datasets. The web tools are implemented in the form of three integrated Shiny applications (grcalculator, grbrowser, and grtutorial) deployed through a Shiny server. Intuitive graphical user interfaces (GUIs) allow for interactive analysis and visualization of data. The Shiny applications make use of two R packages (shinyLi and GRmetrics) specifically developed for this purpose. The GRmetrics R package is also available via Bioconductor and can be used for offline data analysis and visualization. Source code for the Shiny applications and associated packages (shinyLi and GRmetrics) can be accessed at www.github.com/uc-bd2k/grcalculator and www.github.com/datarail/gr_metrics .
CONCLUSIONS: GRcalculator is a powerful, user-friendly, and free tool to facilitate analysis of dose-response data. It generates publication-ready figures and provides a unified platform for investigators to analyze dose-response data across diverse cell types and perturbagens (including drugs, biological ligands, RNAi, etc.). GRcalculator also provides access to data collected by the NIH LINCS Program ( http://www.lincsproject.org /) and other public domain datasets. The GRmetrics Bioconductor package provides computationally trained users with a platform for offline analysis of dose-response data and facilitates inclusion of GR metrics calculations within existing R analysis pipelines. These tools are therefore well suited to users in academia as well as industry.",1.0,GRcalculator: an online tool for calculating and mining dose-response data.,0.0,"Clark NA, Hafner M, Kouril M, Williams EH, Muhlich JL, Pilarczyk M, Niepel M, Sorger PK, Medvedovic M",,1.0,,11/3/17 0:00,1.0,0.0,0.0,0.0,10.1186/s12885-017-3689-3,1,BMC Cancer,,29065900.0,PMC5655815 ,698,185.0,"{\GRcalculator\"":\""http://www.grcalculator.org/grtutorial/Home.html\""}""",0.0,,,0.0,1.0,,17,2017.0,PMC5655815,"['5729909', '5674849', '6076438']",3.0,"[2017, 2017, 2018]",2017.0,0,0,1,0,1,0,0,internal
"Traditional means for scoring the effects of anti-cancer drugs on the growth and survival of cell lines is based on relative cell number in drug-treated and control samples and is seriously confounded by unequal division rates arising from natural biological variation and differences in culture conditions. This problem can be overcome by computing drug sensitivity on a per-division basis. The normalized growth rate inhibition (GR) approach yields per-division metrics for drug potency (GR50) and efficacy (GRmax) that are analogous to the more familiar IC50 and Emax values. In this work, we report GR-based, proliferation-corrected, drug sensitivity metrics for ~4,700 pairs of breast cancer cell lines and perturbagens. Such data are broadly useful in understanding the molecular basis of therapeutic response and resistance. Here, we use them to investigate the relationship between different measures of drug sensitivity and conclude that drug potency and efficacy exhibit high variation that is only weakly correlated. To facilitate further use of these data, computed GR curves and metrics can be browsed interactively at http://www.GRbrowser.org/.",1.0,Quantification of sensitivity and resistance of breast cancer cell lines to anti-cancer drugs using GR metrics.,1.0,"Hafner M, Heiser LM, Williams EH, Niepel M, Wang NJ, Korkola JE, Gray JW, Sorger PK",,1.0,,11/13/17 0:00,1.0,1.0,0.0,0.0,10.1038/sdata.2017.166,,Scientific Data,,29112189.0,PMC5674849,170166,187.0,"{\GRbrowser\"":\""http://www.grcalculator.org/grtutorial/Home.html\""}""",0.0,,,1.0,1.0,,4,2017.0,PMC5674849,[],0.0,,2017.0,0,1,0,0,1,0,0,internal
"The Library of Integrated Network-Based Cellular Signatures (LINCS) is an NIH Common Fund program that catalogs how human cells globally respond to chemical, genetic, and disease perturbations. Resources generated by LINCS include experimental and computational methods, visualization tools, molecular and imaging data, and signatures. By assembling an integrated picture of the range of responses of human cells exposed to many perturbations, the LINCS program aims to better understand human disease and to advance the development of new therapies. Perturbations under study include drugs, genetic perturbations, tissue micro-environments, antibodies, and disease-causing mutations. Responses to perturbations are measured by transcript profiling, mass spectrometry, cell imaging, and biochemical methods, among other assays. The LINCS program focuses on cellular physiology shared among tissues and cell types relevant to an array of diseases, including cancer, heart disease, and neurodegenerative disorders. This Perspective describes LINCS technologies, datasets, tools, and approaches to data accessibility and reusability.",0.0,The Library of Integrated Network-Based Cellular Signatures NIH program: System-level cataloging of human cells response to perturbations.,1.0,"Keenan AB, Jenkins SL, Jagodnik KM, Koplev S, He E, Torre D, Wang Z, Dohlman AB, Silverstein MC, Lachmann A, Kuleshov MV, Ma'ayan A et al",,1.0,,12/6/17 0:00,1.0,1.0,1.0,1.0,10.1016/j.cels.2017.11.001,17,Cell Systems,,29199020.0,,30490-30498,191.0,,1.0,,35.0,1.0,1.0,,pii: S2405-4712,2017.0,PMC5799026,"['5951639', '5996063', '5864870', '6007090', '5946941', '5827688', '5901889', '5828545', '5763302']",9.0,"[2018, 2018, 2018, 2018, 2018, 2018, 0, 2017, 2017]",2017.0,1,1,1,1,1,1,1,internal
,,Systemic QSAR and phenotypic virtual screening: chasing butterflies in drug discovery,,"Cruz-Monteagudo M,Schürer S,Tejera E,Pérez-Castillo Y,Medina-Franco JL,Sánchez-Rodríguez A,Borges F",DCIC,1.0,funded in part by LINCS,,,,,,,,,,28274840.0,,,214.0,,,3.0,,,,,,2017.0,PMC5487293,"['5650527', '5805264', '5897275']",3.0,"[2017, 2018, 2018]",2017.0,0,0,1,0,0,0,0,internal
,,From flamingo dance to (desirable) drug discovery: a nature-inspired approach,,"Sánchez-Rodríguez A,Pérez-Castillo Y,Schürer SC,Nicolotti O,Mangiatordi GF,Borges F,Cordeiro MNDS,Tejera E,Medina-Franco JL,Cruz-Monteagudo M",DCIC,1.0,funded in part by LINCS,,,,,,,,,,28624633.0,,,214.0,,,4.0,,,,,,2017.0,PMC5650527,[],0.0,,2017.0,0,0,1,0,0,0,0,internal
,,Complex systems biology,,Ma'ayan A,DCIC,1.0,funded in part by LINCS,,,,,,,,,,28931638.0,,,214.0,,,0.0,,,,,,2017.0,PMC5636275,[],0.0,,2017.0,0,0,1,0,0,0,0,internal
,,Differential cytokine contributions of perivascular haematopoietic stem cell niches,,"Asada N,Kunisaki Y,Pierce H,Wang Z,Fernandez NF,Birbrair A,Ma'ayan A,Frenette PS",DCIC,1.0,funded in part by LINCS,,,,,,,,,,28218906.0,,,214.0,,,61.0,,,,,,2017.0,PMC5467892,"['6069997', '5578209', '5731410', '6089363', '5512298', '5900710', '5747551', '6076852', '6013359', '5600322', '5874688', '6016729', '6089873', '6076853', '6023894', '5889213', '5825844', '5948302', '6103525', '5946084', '5911609', '5829346', '6076854', '5924781', '5760474', '6044472', '6095812', '6093188', '5619995', '6095825', '5848270', '6067923', '6015052', '5886750', '5554937', '6092246']",36.0,"[2018, 2017, 2017, 2018, 2017, 0, 2017, 2018, 2018, 2017, 2018, 2018, 2017, 2017, 2018, 2018, 0, 2018, 0, 2018, 2018, 2017, 2017, 2018, 2017, 2018, 2018, 0, 2017, 2018, 2017, 2017, 2018, 2018, 0, 2017]",2017.0,0,0,1,0,0,0,0,internal
,,Gestational high-fat diet and bisphenol A exposure heightens mammary cancer risk,,"Leung YK,Govindarajah V,Cheong A,Veevers J,Song D,Gear R,Zhu X,Ying J,Kendler A,Medvedovic M,Belcher S,Ho SM",DCIC,1.0,funded in part by LINCS,,,,,,,,,,28487351.0,,,214.0,,,1.0,,,,,,2017.0,PMC5488396,[],0.0,,2017.0,0,0,0,0,0,0,0,external
